sequence	state_1	state_2	state_3	state_4	state_5	state_6
        1    0.000    0.000    0.005    0.005 linalg.py:1(<module>)
        2    0.000    0.000    0.000    0.000 linalg.py:102(get_linalg_error_extobj)
        3    0.000    0.000    0.000    0.000 linalg.py:107(_makearray)
        5    0.000    0.000    0.000    0.000 linalg.py:112(isComplexType)
        4    0.000    0.000    0.000    0.000 linalg.py:125(_realType)
        1    0.000    0.000    0.000    0.000 linalg.py:131(_linalgRealType)
        2    0.000    0.000    0.000    0.000 linalg.py:135(_commonType)
        1    0.000    0.000    0.000    0.000 linalg.py:187(_assert_2d)
        1    0.000    0.000    0.000    0.000 linalg.py:193(_assert_stacked_2d)
        1    0.000    0.000    0.000    0.000 linalg.py:199(_assert_stacked_square)
        1    0.000    0.000    0.000    0.000 linalg.py:2165(_lstsq_dispatcher)
        1    0.015    0.015    0.015    0.015 linalg.py:2169(lstsq)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg.py:472(_unary_dispatcher)
        1    0.001    0.001    0.001    0.001 linalg.py:476(inv)
        1    0.000    0.000    0.000    0.000 linalg.py:73(_determine_error_states)
        1    0.000    0.000    0.001    0.001 linecache.py:1(<module>)
        1    0.000    0.000    0.002    0.002 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 machar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 machar.py:16(MachAr)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:22(memmap)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
        4    0.000    0.000    0.000    0.000 mixins.py:51(_unary_method)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
        1    0.000    0.000    0.021    0.021 multiarray.py:1(<module>)
        2    0.000    0.000    0.000    0.000 multiarray.py:1054(copyto)
      520    0.000    0.000    0.000    0.000 multiarray.py:143(concatenate)
    15605    0.002    0.000    0.002    0.000 multiarray.py:321(where)
        1    0.000    0.000    0.000    0.000 multiarray.py:396(lexsort)
       30    0.000    0.000    0.000    0.000 multiarray.py:478(can_cast)
        1    0.000    0.000    0.000    0.000 multiarray.py:644(result_type)
        1    0.000    0.000    0.000    0.000 multiarray.py:716(dot)
        5    0.000    0.000    0.000    0.000 multiarray.py:75(empty_like)
        1    0.000    0.000    0.001    0.001 nanfunctions.py:1(<module>)
        1    0.000    0.000    0.011    0.011 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:115(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:51(BagObj)
        1    0.000    0.000    0.000    0.000 ntpath.py:2(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 numbers.py:4(<module>)
        1    0.000    0.000    0.008    0.008 numeric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:148(ones)
        2    0.000    0.000    0.000    0.000 numeric.py:1865(isscalar)
        6    0.000    0.000    0.000    0.000 numeric.py:2521(extend_all)
        1    0.000    0.000    0.000    0.000 numeric.py:59(ComplexWarning)
        1    0.000    0.000    0.000    0.000 numeric.py:71(_zeros_like_dispatcher)
        1    0.000    0.000    0.000    0.000 numeric.py:75(zeros_like)
        1    0.000    0.000    0.000    0.000 numeric.py:853(_outer_dispatcher)
        1    0.000    0.000    0.000    0.000 numeric.py:857(outer)
        1    0.000    0.000    0.002    0.002 numerictypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:231(obj2sctype)
        2    0.000    0.000    0.000    0.000 numerictypes.py:285(issubclass_)
        1    0.000    0.000    0.000    0.000 numerictypes.py:359(issubdtype)
        1    0.000    0.000    0.000    0.000 numerictypes.py:427(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:443(_construct_lookups)
        2    0.000    0.000    0.000    0.000 numerictypes.py:575(_can_coerce_all)
        1    0.000    0.000    0.000    0.000 numerictypes.py:590(_register_types)
        1    0.000    0.000    0.000    0.000 numerictypes.py:599(find_common_type)
        1    0.000    0.000    0.000    0.000 numerictypes.py:651(<listcomp>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:652(<listcomp>)
        1    0.000    0.000    0.004    0.004 opcode.py:2(<module>)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
      120    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        6    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        5    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        1    0.000    0.000    0.000    0.000 os.py:1073(__subclasshook__)
        4    0.000    0.000    0.000    0.000 os.py:670(__getitem__)
        2    0.000    0.000    0.000    0.000 os.py:678(__setitem__)
        2    0.000    0.000    0.000    0.000 os.py:684(__delitem__)
       10    0.000    0.000    0.000    0.000 os.py:748(encode)
        1    0.000    0.000    0.020    0.020 overrides.py:1(<module>)
       79    0.000    0.000    0.000    0.000 overrides.py:115(set_module)
       79    0.000    0.000    0.000    0.000 overrides.py:126(decorator)
      320    0.000    0.000    0.000    0.000 overrides.py:145(array_function_dispatch)
      320    0.000    0.000    0.014    0.000 overrides.py:187(decorator)
       23    0.000    0.000    0.000    0.000 overrides.py:223(array_function_from_dispatcher)
       23    0.000    0.000    0.001    0.000 overrides.py:227(decorator)
       13    0.000    0.000    0.000    0.000 overrides.py:28(set_array_function_like_doc)
      290    0.001    0.000    0.002    0.000 overrides.py:93(verify_matching_signatures)
        1    0.000    0.000    0.000    0.000 parse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:127(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:135(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:143(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:180(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:210(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:315(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:323(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:328(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:334(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:342(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:347(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:353(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 parse.py:776(Quoter)
        1    0.000    0.000    0.003    0.003 pathlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:1001(PurePosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1011(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1024(Path)
        1    0.000    0.000    0.000    0.000 pathlib.py:119(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:135(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:1555(PosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1562(WindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:284(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:393(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:398(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:478(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:503(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:509(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:525(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:556(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:56(_Flavour)
        2    0.000    0.000    0.000    0.000 pathlib.py:60(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:600(_PathParents)
        1    0.000    0.000    0.000    0.000 pathlib.py:628(PurePath)
        1    0.000    0.000    1.119    1.119 phylo.py:1(<module>)
        1    0.001    0.001    0.005    0.005 phylo.py:10(__init__)
        1    0.000    0.000    0.000    0.000 phylo.py:111(<listcomp>)
        1    0.000    0.000    0.000    0.000 phylo.py:112(<listcomp>)
        1    0.000    0.000    0.000    0.000 phylo.py:113(<listcomp>)
        1    0.000    0.000    0.000    0.000 phylo.py:114(<listcomp>)
        1    0.000    0.000    0.000    0.000 phylo.py:127(<listcomp>)
      215    0.001    0.000    0.001    0.000 phylo.py:135(get_parent)
   547/96    0.004    0.000    0.027    0.000 phylo.py:143(leaves_from_node)
       93    0.001    0.000    0.028    0.000 phylo.py:163(names_struc_from_node)
  650/372    0.005    0.000    0.078    0.000 phylo.py:189(orthology_test)
      186    0.000    0.000    0.000    0.000 phylo.py:205(<listcomp>)
  278/192    0.000    0.000    0.047    0.000 phylo.py:209(<lambda>)
   148/94    0.000    0.000    0.047    0.001 phylo.py:210(<listcomp>)
      159    0.000    0.000    0.000    0.000 phylo.py:221(<listcomp>)
       66    0.000    0.000    0.000    0.000 phylo.py:223(<lambda>)
        1    0.042    0.042    0.740    0.740 phylo.py:249(ortholog_encoder)
        1    0.000    0.000    0.000    0.000 phylo.py:257(<listcomp>)
        1    0.000    0.000    0.000    0.000 phylo.py:260(<listcomp>)
        6    0.000    0.000    0.000    0.000 phylo.py:334(<listcomp>)
        6    0.000    0.000    0.000    0.000 phylo.py:337(<setcomp>)
        1    0.000    0.000    0.740    0.740 phylo.py:349(tsv_table)
        1    0.000    0.000    0.000    0.000 phylo.py:352(<listcomp>)
      259    0.001    0.000    0.027    0.000 phylo.py:368(get_neighbors)
        1    0.000    0.000    0.000    0.000 phylo.py:8(Tree)
        1    0.000    0.000    0.003    0.003 pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:1136(_Unpickler)
        1    0.000    0.000    0.000    0.000 pickle.py:197(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:200(_Framer)
        1    0.000    0.000    0.000    0.000 pickle.py:263(_Unframer)
        1    0.000    0.000    0.000    0.000 pickle.py:407(_Pickler)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 platform.py:1077(python_implementation)
        1    0.000    0.000    0.002    0.002 platform.py:3(<module>)
        1    0.000    0.000    0.000    0.000 platform.py:973(_sys_version)
        2    0.000    0.000    0.002    0.001 polynomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1068(poly1d)
        1    0.000    0.000    0.000    0.000 polynomial.py:1471(Polynomial)
        1    0.000    0.000    0.000    0.000 polynomial.py:28(RankWarning)
        1    0.000    0.000    0.000    0.000 polynomial.py:449(_polyfit_dispatcher)
        1    0.000    0.000    0.019    0.019 polynomial.py:453(polyfit)
        1    0.000    0.000    0.000    0.000 polynomial.py:692(_polyval_dispatcher)
        1    0.000    0.000    0.000    0.000 polynomial.py:696(polyval)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:60(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:64(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:68(PolyDomainError)
        1    0.000    0.000    0.000    0.000 polyutils.py:81(PolyBase)
        2    0.000    0.000    0.000    0.000 posixpath.py:150(dirname)
        4    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        2    0.000    0.000    0.000    0.000 posixpath.py:71(join)
        1    0.000    0.000    0.007    0.007 py3k.py:1(<module>)
        1    0.000    0.000    0.000    0.000 py3k.py:88(contextlib_nullcontext)
        1    0.000    0.000    0.003    0.003 random.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:103(__init_subclass__)
        1    0.000    0.000    0.000    0.000 random.py:123(seed)
        1    0.000    0.000    0.000    0.000 random.py:709(SystemRandom)
        1    0.000    0.000    0.000    0.000 random.py:721(getrandbits)
        1    0.000    0.000    0.000    0.000 random.py:729(seed)
        1    0.000    0.000    0.000    0.000 random.py:78(Random)
        2    0.000    0.000    0.000    0.000 random.py:94(__init__)
      107    0.000    0.000    0.000    0.000 re.py:188(match)
        2    0.000    0.000    0.000    0.000 re.py:198(search)
       12    0.000    0.000    0.001    0.000 re.py:203(sub)
       14    0.000    0.000    0.000    0.000 re.py:223(split)
       23    0.000    0.000    0.006    0.000 re.py:250(compile)
       47    0.000    0.000    0.000    0.000 re.py:270(escape)
      158    0.000    0.000    0.007    0.000 re.py:289(_compile)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
        1    0.000    0.000    0.000    0.000 records.py:233(record)
        1    0.000    0.000    0.000    0.000 records.py:318(recarray)
        1    0.000    0.000    0.000    0.000 records.py:78(_OrderedCounter)
        1    0.000    0.000    0.000    0.000 records.py:97(format_parser)
        1    0.001    0.001    0.003    0.003 scimath.py:1(<module>)
        1    0.000    0.000    0.014    0.014 secrets.py:1(<module>)
        2    0.000    0.000    0.005    0.003 shape_base.py:1(<module>)
        2    0.000    0.000    0.000    0.000 shape_base.py:20(_atleast_1d_dispatcher)
        2    0.000    0.000    0.000    0.000 shape_base.py:24(atleast_1d)
        6    0.000    0.000    0.000    0.000 shape_base.py:78(_atleast_2d_dispatcher)
        6    0.000    0.000    0.000    0.000 shape_base.py:82(atleast_2d)
        1    0.000    0.000    0.008    0.008 shutil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shutil.py:69(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:72(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:75(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:79(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:82(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:85(RegistryError)
        1    0.000    0.000    0.000    0.000 shutil.py:89(_GiveupOnFastCopy)
        1    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
       46    0.000    0.000    0.000    0.000 six.py:105(__init__)
        1    0.000    0.000    0.000    0.000 six.py:114(_resolve)
        1    0.000    0.000    0.000    0.000 six.py:124(_LazyModule)
        6    0.000    0.000    0.000    0.000 six.py:126(__init__)
        1    0.000    0.000    0.000    0.000 six.py:139(MovedAttribute)
       88    0.000    0.000    0.000    0.000 six.py:141(__init__)
        1    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 six.py:173(__init__)
       53    0.000    0.000    0.000    0.000 six.py:177(_add_module)
        5    0.000    0.000    0.000    0.000 six.py:181(_get_module)
        8    0.000    0.000    0.000    0.000 six.py:184(find_module)
        1    0.000    0.000    0.001    0.001 six.py:21(<module>)
        1    0.000    0.000    0.000    0.000 six.py:229(_MovedItems)
        1    0.000    0.000    0.000    0.000 six.py:324(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 six.py:366(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 six.py:386(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 six.py:438(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 six.py:459(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 six.py:477(Module_six_moves_urllib)
        8    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
        1    0.000    0.000    0.000    0.000 six.py:80(_import_module)
        1    0.000    0.000    0.000    0.000 six.py:86(_LazyDescr)
      134    0.000    0.000    0.000    0.000 six.py:88(__init__)
        1    0.000    0.000    0.000    0.000 six.py:91(__get__)
        1    0.000    0.000    0.000    0.000 sputils.py:1(<module>)
        3    0.000    0.000    0.000    0.000 sputils.py:119(getdata)
       21    0.000    0.000    0.000    0.000 sputils.py:131(get_index_dtype)
        1    0.000    0.000    0.000    0.000 sputils.py:193(isscalarlike)
    66487    0.041    0.000    0.181    0.000 sputils.py:198(isintlike)
        2    0.000    0.000    0.000    0.000 sputils.py:20(upcast)
    15616    0.014    0.000    0.142    0.000 sputils.py:220(isshape)
    15621    0.019    0.000    0.031    0.000 sputils.py:277(check_shape)
    46863    0.007    0.000    0.009    0.000 sputils.py:290(<genexpr>)
       12    0.000    0.000    0.000    0.000 sputils.py:91(to_native)
    15610    0.006    0.000    0.006    0.000 sputils.py:95(getdtype)
       85    0.000    0.000    0.000    0.000 sre_compile.py:249(_compile_charset)
       85    0.001    0.000    0.001    0.000 sre_compile.py:276(_optimize_charset)
       11    0.000    0.000    0.000    0.000 sre_compile.py:411(_mk_bitmap)
       11    0.000    0.000    0.000    0.000 sre_compile.py:413(<listcomp>)
        3    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
      112    0.000    0.000    0.000    0.000 sre_compile.py:423(_simple)
        9    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
       65    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
    41/33    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
       24    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
       35    0.000    0.000    0.000    0.000 sre_compile.py:536(_compile_info)
       70    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
       35    0.000    0.000    0.003    0.000 sre_compile.py:598(_code)
       62    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
   218/35    0.001    0.000    0.002    0.000 sre_compile.py:71(_compile)
       35    0.000    0.000    0.007    0.000 sre_compile.py:759(compile)
      234    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
      486    0.000    0.000    0.000    0.000 sre_parse.py:160(__len__)
     1567    0.000    0.000    0.001    0.000 sre_parse.py:164(__getitem__)
      117    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
      491    0.000    0.000    0.000    0.000 sre_parse.py:172(append)
   265/82    0.000    0.000    0.000    0.000 sre_parse.py:174(getwidth)
       35    0.000    0.000    0.000    0.000 sre_parse.py:224(__init__)
     1763    0.001    0.000    0.001    0.000 sre_parse.py:233(__next)
      577    0.000    0.000    0.000    0.000 sre_parse.py:249(match)
     1448    0.000    0.000    0.001    0.000 sre_parse.py:254(get)
       17    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
      341    0.000    0.000    0.000    0.000 sre_parse.py:286(tell)
       38    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
       62    0.000    0.000    0.000    0.000 sre_parse.py:355(_escape)
       66    0.000    0.000    0.000    0.000 sre_parse.py:432(_uniq)
    98/35    0.000    0.000    0.004    0.000 sre_parse.py:435(_parse_sub)
   115/37    0.001    0.000    0.004    0.000 sre_parse.py:493(_parse)
       35    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      164    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
       47    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
        2    0.000    0.000    0.000    0.000 sre_parse.py:861(_parse_flags)
       35    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
       35    0.000    0.000    0.004    0.000 sre_parse.py:937(parse)
       47    0.000    0.000    0.000    0.000 sre_parse.py:96(closegroup)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
        6    0.000    0.000    0.000    0.000 stride_tricks.py:25(_maybe_view_as_subclass)
        6    0.000    0.000    0.000    0.000 stride_tricks.py:339(_broadcast_to)
       18    0.000    0.000    0.000    0.000 stride_tricks.py:344(<genexpr>)
        2    0.000    0.000    0.000    0.000 stride_tricks.py:362(_broadcast_to_dispatcher)
        2    0.000    0.000    0.000    0.000 stride_tricks.py:366(broadcast_to)
        2    0.000    0.000    0.000    0.000 stride_tricks.py:414(_broadcast_shape)
        2    0.000    0.000    0.000    0.000 stride_tricks.py:474(_broadcast_arrays_dispatcher)
        2    0.000    0.000    0.000    0.000 stride_tricks.py:478(broadcast_arrays)
        2    0.000    0.000    0.000    0.000 stride_tricks.py:536(<listcomp>)
        4    0.000    0.000    0.000    0.000 stride_tricks.py:540(<genexpr>)
        2    0.000    0.000    0.000    0.000 stride_tricks.py:544(<listcomp>)
        1    0.000    0.000    0.001    0.001 struct.py:3(<module>)
        5    0.000    0.000    0.000    0.000 textwrap.py:414(dedent)
        2    0.000    0.000    0.000    0.000 textwrap.py:465(indent)
        4    0.000    0.000    0.000    0.000 textwrap.py:474(predicate)
        6    0.000    0.000    0.000    0.000 textwrap.py:477(prefixed_lines)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1095(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1177(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 threading.py:1230(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1260(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1262(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1281(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:210(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:222(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:246(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:249(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:261(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:341(notify)
        1    0.000    0.000    0.000    0.000 threading.py:364(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:376(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:456(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:494(Event)
        1    0.000    0.000    0.000    0.000 threading.py:505(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:519(set)
        1    0.000    0.000    0.000    0.000 threading.py:573(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:727(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:750(Thread)
        1    0.000    0.000    0.000    0.000 threading.py:761(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:896(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:900(_set_native_id)
        1    0.000    0.000    0.000    0.000 threading.py:903(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 threading.py:94(_RLock)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
        1    0.000    0.000    0.001    0.001 tokenize.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:157(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:159(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:162(Untokenizer)
        1    0.000    0.000    0.000    0.000 tokenize.py:45(TokenInfo)
       19    0.000    0.000    0.000    0.000 tokenize.py:58(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:59(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:60(maybe)
        3    0.000    0.000    0.000    0.000 tokenize.py:83(_all_string_prefixes)
       24    0.000    0.000    0.000    0.000 tokenize.py:94(<listcomp>)
        1    0.000    0.000    0.001    0.001 twodim_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 twodim_base.py:499(_vander_dispatcher)
        1    0.000    0.000    0.000    0.000 twodim_base.py:504(vander)
        1    0.000    0.000    0.001    0.001 type_check.py:1(<module>)
       25    0.000    0.000    0.000    0.000 types.py:171(__get__)
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:16(_deprecate_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:41(_fix_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:58(_fix_and_maybe_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:1(<module>)
        2    0.000    0.000    0.000    0.000 utils.py:130(_get_indent)
        2    0.000    0.000    0.000    0.000 utils.py:144(deprecate)
        2    0.000    0.000    0.000    0.000 utils.py:49(_set_function_name)
        1    0.000    0.000    0.000    0.000 utils.py:54(_Deprecate)
        2    0.000    0.000    0.000    0.000 utils.py:66(__init__)
        2    0.000    0.000    0.000    0.000 utils.py:71(__call__)
        1    0.000    0.000    0.000    0.000 version.py:3(<module>)
        1    0.000    0.000    0.000    0.000 version.py:5(<module>)
        4    0.000    0.000    0.001    0.000 warnings.py:130(filterwarnings)
        1    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        5    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        1    0.000    0.000    0.000    0.000 warnings.py:437(__init__)
        1    0.000    0.000    0.000    0.000 warnings.py:458(__enter__)
        1    0.000    0.000    0.000    0.000 warnings.py:477(__exit__)
      635    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x102625808}
       20    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
        1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       11    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
    22/12    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        3    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
       93    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
      144    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
     1322    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        2    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
    43/41    0.083    0.002    0.084    0.002 {built-in method _imp.create_dynamic}
        2    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
    43/31    0.009    0.000    0.033    0.001 {built-in method _imp.exec_dynamic}
       60    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      196    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
     1322    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        2    0.000    0.000    0.000    0.000 {built-in method _operator.gt}
    97723    0.008    0.000    0.008    0.000 {built-in method _operator.index}
       35    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
